date,open,high,low,close,volume
2011-09-09,29650,30000,28850,28850,353943
2011-09-14,29500,29500,27300,27650,441677
2011-09-15,28300,28900,27650,28050,293109
2011-09-16,28000,29500,28000,28600,444994
2011-09-19,28700,28700,27750,28000,399254
2011-09-20,28000,28750,27600,28200,362423
2011-09-21,28000,28650,27800,28250,387035
2011-09-22,27650,28100,27450,27800,340480
2011-09-23,27200,27600,26100,26650,847656
2011-09-26,27000,27200,26350,27000,580054
2011-09-27,27300,28450,27300,27900,543519
2011-09-28,28300,28300,27000,27050,649580
2011-09-29,26800,27750,26150,27200,391606
2011-09-30,26950,27300,26600,27300,607472
2011-10-04,25900,26800,24550,26800,1530594
2011-10-05,26500,26850,26000,26700,558024
2011-10-06,26800,27700,26650,26900,493661
2011-10-07,26850,27250,26300,26300,580228
2011-10-10,26300,27150,26300,26950,433283
2011-10-11,27100,27350,26600,26800,459888
2011-10-12,26950,26950,26250,26400,588925
2011-10-13,26550,26900,26450,26450,460511
2011-10-14,26250,26450,26150,26450,406060
2011-10-17,26900,27000,26650,26700,505313
2011-10-18,26550,27250,26500,26900,724111
2011-10-19,27250,27900,27050,27900,759620
2011-10-20,28300,29500,28300,28450,941301
2011-10-21,29200,29300,28450,28750,576044
2011-10-24,28750,28950,28350,28850,335463
2011-10-25,28650,28750,27950,27950,466749
2011-10-26,27750,29050,27700,29000,518500
2011-10-27,29000,29250,28600,28700,437000
2011-10-28,28700,29100,28450,28900,494273
2011-10-31,28750,29850,28350,29800,671851
2011-11-01,29800,30200,28900,28900,395743
2011-11-02,29000,29450,28450,28700,411491
2011-11-03,28850,29500,28350,29500,447157
2011-11-04,29350,30150,29250,30050,350932
2011-11-07,30250,30250,29700,30050,215437
2011-11-08,30200,31050,29900,30450,409382
2011-11-09,30300,30800,30100,30550,329472
2011-11-10,30000,30800,29450,29450,856193
2011-11-11,29850,29950,29300,29750,267141
2011-11-14,30000,30500,29600,29600,154974
2011-11-15,29500,30050,29500,29900,289227
2011-11-16,30100,30250,29250,29500,319421
2011-11-17,29400,29600,28600,29550,305680
2011-11-18,29050,29250,28050,28100,647644
2011-11-21,28150,28200,27000,27150,616353
2011-11-22,26950,28200,26900,27800,329679
2011-11-23,27500,27600,26650,27500,570038
2011-11-24,27100,27900,27100,27550,330708
2011-11-25,27200,27750,26800,27550,306354
2011-11-28,27600,28100,27000,27100,518769
2011-11-29,27150,27750,27100,27650,709207
2011-11-30,27650,27950,27400,27650,401457
2011-12-01,28050,28300,27700,28300,837990
2011-12-02,28350,28700,27900,28200,437878
2011-12-05,28400,28400,27600,27900,382442
2011-12-06,27750,28100,27650,28000,331713
2011-12-07,28050,28150,27800,28050,401818
2011-12-08,28450,28500,28000,28400,463199
2011-12-09,28300,28300,27800,28000,393103
2011-12-12,28350,28950,28150,28950,353921
2011-12-13,28900,28900,28350,28550,330603
2011-12-14,28700,29350,28400,29250,350160
2011-12-15,29250,29250,28450,28500,473479
2011-12-16,28800,28950,28200,28200,312384
2011-12-19,28150,28150,26550,27100,538005
2011-12-20,27450,27850,27200,27850,244053
2011-12-21,28300,28400,27850,27900,359698
2011-12-22,27850,27900,27500,27900,238779
2011-12-23,28100,28300,27900,28150,349291
2011-12-26,28350,28450,28200,28350,233549
2011-12-27,28450,28750,27950,28300,455001
2011-12-28,27650,27650,27100,27200,434430
2011-12-29,27000,27400,26900,27200,268810
2012-01-02,27800,28300,27750,28100,509639
2012-01-03,27750,28400,27750,28400,442804
2012-01-04,28650,28650,27700,27900,329589
2012-01-05,27700,27950,26950,27250,582743
2012-01-06,27250,27450,26250,26700,714189
2012-01-09,26700,26700,25700,25900,618307
2012-01-10,26100,26700,25500,25900,928094
2012-01-11,26000,26050,25100,25350,626156
2012-01-12,25400,25900,25300,25800,518823
2012-01-13,25700,26550,25700,26450,569898
2012-01-16,26150,26400,25800,26400,380589
2012-01-17,26350,26750,26350,26600,341711
2012-01-18,26450,26450,25550,25900,654175
2012-01-19,25950,26200,25850,25900,482636
2012-01-20,25900,26300,25850,26300,491493
2012-01-25,26500,26600,26100,26150,367816
2012-01-26,26150,26450,26000,26450,474704
2012-01-27,26250,26350,26050,26250,340078
2012-01-30,26100,26200,25950,26200,328834
2012-01-31,26150,26350,26100,26350,466723
2012-02-01,26350,26800,26250,26650,550321
2012-02-02,26900,26950,26300,26700,654242
2012-02-03,26550,27000,26500,26850,429323
2012-02-06,27300,27500,26900,27500,866616
2012-02-07,27200,28500,27200,28450,930968
2012-02-08,28400,28500,27450,27700,376292
2012-02-09,27550,27700,26850,27400,382433
2012-02-10,27400,27550,26600,26750,541677
2012-02-13,27050,27500,26900,27400,380373
2012-02-14,27100,27600,26950,27600,530215
2012-02-15,27350,27750,27300,27350,167914
2012-02-16,27100,27650,27000,27600,406009
2012-02-17,27400,27700,27250,27550,218763
2012-02-20,27350,27900,27100,27400,377890
2012-02-21,27150,27550,26750,27150,310100
2012-02-22,26900,27350,26850,27000,379051
2012-02-23,27200,27250,26800,27100,230487
2012-02-24,26950,27100,26400,26600,426011
2012-02-27,26400,26900,26100,26200,297495
2012-02-28,26000,26550,26000,26100,430492
2012-02-29,26150,26250,25500,25800,849250
2012-03-02,25700,25900,25350,25500,935948
2012-03-05,25600,25950,25200,25350,807013
2012-03-06,25350,25450,24350,24450,1289669
2012-03-07,24400,25250,24250,25100,806857
2012-03-08,24950,25100,24550,24650,985330
2012-03-09,24750,24950,24350,24400,682577
2012-03-12,24500,25150,24400,25000,612797
2012-03-13,25100,25500,25050,25300,667713
2012-03-14,25400,25450,24950,25050,731821
2012-03-15,25000,25200,24950,25050,259828
2012-03-16,24950,25100,24750,24750,215271
2012-03-19,24800,25450,24800,25400,606533
2012-03-20,25300,25550,25000,25300,635939
2012-03-21,25100,25300,24800,24800,301343
2012-03-22,24800,24850,24500,24600,451118
2012-03-23,24750,25100,24600,24900,409597
2012-03-26,24750,25050,24650,24800,428103
2012-03-27,25000,25550,24950,25400,607944
2012-03-28,25500,25550,25100,25500,338530
2012-03-29,25200,25500,24650,24800,780064
2012-03-30,24950,25300,24650,25150,661691
2012-04-02,25150,25350,24850,24900,387057
2012-04-03,24850,25150,24400,24400,708451
2012-04-04,24550,24750,24400,24650,399247
2012-04-05,24650,24900,24400,24650,293228
2012-04-06,24550,24900,24250,24550,331614
2012-04-09,24500,24500,23850,24100,290894
2012-04-10,24200,24800,24050,24350,425062
2012-04-12,24050,24300,23850,24100,465758
2012-04-13,24150,24600,23950,24450,369271
2012-04-16,23950,23950,23400,23700,1013608
2012-04-17,23750,23800,23500,23800,371800
2012-04-18,23850,24300,23800,24250,292278
2012-04-19,24250,24450,24100,24250,368032
2012-04-20,24300,24800,24150,24750,325416
2012-04-23,24800,24800,24300,24750,278719
2012-04-24,24550,24700,23900,23900,369612
2012-04-25,24100,24200,23650,24200,257472
2012-04-26,23900,24300,23650,24250,307167
2012-04-27,24300,24350,23800,24200,292080
2012-04-30,24100,24350,23900,24250,221584
2012-05-02,24400,25000,24250,24900,516132
2012-05-03,25050,25200,24850,25100,378110
2012-05-04,25250,26000,25000,25900,674671
2012-05-07,25550,25650,25000,25000,339308
2012-05-08,25500,25600,24750,25000,377707
2012-05-09,25100,25200,24500,25000,289246
2012-05-10,25000,25000,24200,24200,445086
2012-05-11,24100,24750,24050,24500,415226
2012-05-14,24800,24950,24300,24900,370404
2012-05-15,25300,25900,24600,25850,886652
2012-05-16,25750,25850,25200,25600,534128
2012-05-17,25150,25750,24450,24450,785058
2012-05-18,24750,25250,24100,25000,879439
2012-05-21,25300,25500,24750,24950,465296
2012-05-22,24750,25000,24300,24350,612836
2012-05-23,24350,24650,24000,24550,647823
2012-05-24,24600,24650,24100,24350,356161
2012-05-25,24050,25050,24050,25000,412749
2012-05-29,24850,25300,24650,25000,357020
2012-05-30,24800,25100,24400,24600,423806
2012-05-31,24650,25200,24400,25200,433492
2012-06-01,25150,25400,24950,25400,445486
2012-06-04,25100,25600,24950,25450,555102
2012-06-05,25600,25650,25250,25600,417290
2012-06-07,25700,25750,25300,25500,582892
2012-06-08,25100,25300,24750,24750,707387
2012-06-11,24800,25050,24400,24550,590264
2012-06-12,24550,25000,24450,24600,691249
2012-06-13,24800,24800,24300,24500,514116
2012-06-14,24400,24750,24300,24750,524460
2012-06-15,24750,24750,24000,24000,1102882
2012-06-18,24100,24450,24100,24200,420624
2012-06-19,24300,24600,24250,24350,294214
2012-06-20,24500,24550,24300,24400,288287
2012-06-21,24350,24650,24250,24600,306189
2012-06-22,24550,24600,24050,24050,334030
2012-06-25,24050,24250,23850,24250,280013
2012-06-26,24000,24200,23950,24000,239516
2012-06-27,23900,24700,23850,24650,532556
2012-06-28,24500,24750,24100,24150,360021
2012-06-29,24000,24700,24000,24350,433866
2012-07-02,24250,24450,24150,24300,217842
2012-07-03,24300,24800,24300,24700,269377
2012-07-04,24600,24800,24550,24550,234096
2012-07-05,24550,24700,24250,24450,196367
2012-07-06,24550,24550,24200,24450,172934
2012-07-09,24450,24700,24300,24700,201100
2012-07-10,24500,24800,24500,24600,242708
2012-07-11,24500,24800,24350,24450,276418
2012-07-12,24600,24700,24250,24250,329876
2012-07-13,24400,24600,24250,24350,263696
2012-07-16,24350,24700,24350,24650,302121
2012-07-17,24700,24700,24200,24300,356716
2012-07-18,24250,24400,24000,24100,371484
2012-07-19,24350,24350,23900,23900,433110
2012-07-20,23900,24000,22900,23200,1154554
2012-07-23,22850,23050,22450,22850,424274
2012-07-24,22550,23050,22400,22850,437772
2012-07-25,22450,23200,22400,23150,415108
2012-07-26,22850,23150,22450,22550,607637
2012-07-27,22950,23050,22700,22950,357692
2012-07-30,22950,22950,22600,22700,277003
2012-07-31,22700,23300,22600,23300,399053
2012-08-01,23300,23400,22950,22950,282025
2012-08-02,23100,23150,22850,22850,347029
2012-08-03,22950,23000,22600,22600,268181
2012-08-06,22850,22900,22600,22750,359031
2012-08-07,22500,22600,22300,22400,523508
2012-08-08,22450,22800,22450,22750,422112
2012-08-09,22750,23650,22700,23600,997759
2012-08-10,23350,23550,23000,23250,447286
2012-08-13,23250,23300,22750,22800,469976
2012-08-14,23000,23300,22850,23300,527619
2012-08-16,23400,23550,23150,23550,353472
2012-08-17,23550,23800,23400,23800,391155
2012-08-20,23900,24000,23600,24000,323003
2012-08-21,24100,24150,23750,23750,308275
2012-08-22,23900,23950,23550,23650,210801
2012-08-23,23900,23900,23550,23700,206423
2012-08-24,23600,23700,23250,23250,253208
2012-08-27,23450,23950,23300,23900,446634
2012-08-28,23650,23900,23450,23450,435391
2012-08-29,23500,23650,23350,23600,185671
2012-08-30,23500,23550,22900,23000,459663
2012-08-31,23000,23550,23000,23200,397262
2012-09-03,23150,23450,22900,23150,357550
2012-09-04,23100,23400,23000,23050,159993
2012-09-05,23000,23050,22550,22600,430252
2012-09-06,22850,22900,22650,22750,214586
2012-09-07,22850,23200,22800,23050,352566
2012-09-10,23000,23200,22950,23150,363186
2012-09-11,23150,23300,23000,23150,407043
2012-09-12,23150,23350,23100,23250,467857
2012-09-13,23250,23300,22700,23000,483909
2012-09-14,23100,23250,23000,23150,794507
2012-09-17,23000,23250,22900,23150,596998
2012-09-18,23250,23500,23150,23450,400580
2012-09-19,23450,23700,23400,23650,486760
2012-09-20,23500,23800,23500,23800,293710
2012-09-21,23900,24000,23800,24000,462177
2012-09-24,24050,24100,23650,23750,223112
2012-09-25,23650,23700,23450,23650,229764
2012-09-26,23650,25300,23450,24800,1344991
2012-09-27,24700,24950,24250,24700,996115
2012-09-28,24500,25050,24350,25000,765684
2012-10-02,25000,25400,24800,25000,457273
2012-10-04,24950,24950,24300,24500,427115
2012-10-05,24500,25100,24450,25000,382473
2012-10-08,25100,25950,25050,25650,677028
2012-10-09,25800,25950,25150,25250,376054
2012-10-10,24900,25050,24350,24350,450307
2012-10-11,24300,25000,24200,24250,396645
2012-10-12,24500,25600,24350,25350,560131
2012-10-15,25350,25950,25150,25450,564237
2012-10-16,25600,26100,25400,25500,314467
2012-10-17,25450,25700,24950,25100,396555
2012-10-18,25350,25800,25200,25750,345789
2012-10-19,25800,25950,25350,25350,335318
2012-10-22,25000,25550,24850,25250,232366
2012-10-23,25300,25450,25200,25200,219153
2012-10-24,25200,25800,25200,25500,402237
2012-10-25,25350,25650,24800,25050,333913
2012-10-26,24850,25250,24500,24750,265596
2012-10-29,24600,25300,24600,24900,210118
2012-10-30,25150,25400,24900,25350,223781
2012-10-31,25450,25500,25300,25400,121402
2012-11-01,25200,25750,25100,25750,278310
2012-11-02,25950,26000,25700,26000,323929
2012-11-05,26100,26800,26000,26800,428989
2012-11-06,26900,27150,26550,26850,484027
2012-11-07,26900,27250,26800,26900,383062
2012-11-08,26800,27150,26600,26650,427390
2012-11-09,26800,26900,26250,26650,334173
2012-11-12,26950,27000,26650,27000,219499
2012-11-13,27250,27450,26700,27350,301193
2012-11-14,27550,27550,27050,27400,427244
2012-11-15,27200,27200,26150,26500,550844
2012-11-16,26500,26900,26100,26400,679689
2012-11-19,27200,28400,27000,27750,1101999
2012-11-20,27800,28100,27500,28100,554187
2012-11-21,27900,28200,27700,28050,351950
2012-11-22,28000,28000,27600,27800,272405
2012-11-23,27950,28350,27800,27800,339409
2012-11-26,29800,31900,29500,31500,2705740
2012-11-27,31800,31800,30100,30100,1511531
2012-11-28,30500,30800,29850,30500,954606
2012-11-29,30700,30800,30400,30600,611774
2012-11-30,30650,30950,30500,30950,750736
2012-12-03,31250,31350,30300,30400,794599
2012-12-04,30300,31050,30050,30700,643520
2012-12-05,30400,30750,29500,29550,633633
2012-12-06,29500,29800,29050,29500,557957
2012-12-07,29500,30100,29150,29800,410179
2012-12-10,29800,30150,29800,29900,360386
2012-12-11,30000,30050,29600,29750,542958
2012-12-12,30000,30150,29700,30100,532653
2012-12-13,30100,30600,29750,30000,747830
2012-12-14,29900,30000,29500,29600,295641
2012-12-17,29850,29850,29450,29600,308100
2012-12-18,29600,30300,29500,30000,318714
2012-12-20,30350,30400,29950,30400,432808
2012-12-21,30700,30900,30300,30550,976457
2012-12-24,30800,30800,30000,30300,323595
2012-12-26,30100,30400,29900,29900,397117
2012-12-27,29200,29650,28850,29650,357506
2012-12-28,29650,29650,29100,29250,158532
2013-01-02,29100,29200,28450,28650,562025
2013-01-03,29000,30150,28850,30050,624733
2013-01-04,29550,29900,28750,29600,422378
2013-01-07,29900,29900,29100,29750,296912
2013-01-08,29400,29750,29250,29550,220447
2013-01-09,29600,30200,29600,30100,676453
2013-01-10,29750,30250,29400,29700,597772
2013-01-11,29550,30050,29500,30000,489428
2013-01-14,29750,30150,29750,30000,243305
2013-01-15,30250,30350,29650,30050,286330
2013-01-16,30000,30250,29600,29600,236939
2013-01-17,29750,30400,29700,30300,431776
2013-01-18,30550,30550,30000,30350,297869
2013-01-21,30350,30450,29950,30000,224524
2013-01-22,30250,30250,29800,30150,173594
2013-01-23,29950,30150,29700,29700,325758
2013-01-24,29750,30600,29650,30500,436049
2013-01-25,30650,31450,30450,31300,756285
2013-01-28,31300,31550,30550,30550,358907
2013-01-29,30300,31050,29900,30250,403644
2013-01-30,30200,30650,30000,30300,264154
2013-01-31,30950,31400,30500,31250,466122
2013-02-01,31100,31350,30850,30950,295183
2013-02-04,31450,31750,31000,31600,503929
2013-02-05,31600,33000,31500,32750,837065
2013-02-06,32900,33000,32350,32700,411426
2013-02-07,32350,32600,31950,32150,333113
2013-02-08,32400,32950,32250,32850,500384
2013-02-12,32650,33150,31500,31950,481503
2013-02-13,31850,32350,31450,32300,408070
2013-02-14,32300,32350,31600,32100,231824
2013-02-15,32000,32450,31850,31900,226460
2013-02-18,32150,32400,31750,32000,263079
2013-02-19,31700,31900,30900,31300,491850
2013-02-20,31350,31900,31150,31600,413681
2013-02-21,31600,31900,30850,31250,345688
2013-02-22,31800,31900,31200,31900,357120
2013-02-25,31550,31900,31150,31550,276569
2013-02-26,31400,31550,30900,31500,271939
2013-02-27,31700,31750,31250,31500,183551
2013-02-28,31600,32850,31600,32850,457123
2013-03-04,32900,33550,32700,33550,429029
2013-03-05,33800,33800,33200,33550,267002
2013-03-06,33400,33400,32250,32500,287180
2013-03-07,32400,32800,32150,32800,258368
2013-03-08,32550,32800,32050,32100,345216
2013-03-11,32100,32200,31800,31950,411863
2013-03-12,31750,31900,30950,31250,766009
2013-03-13,31000,31500,30850,31200,461161
2013-03-14,31200,31650,31050,31650,339347
2013-03-15,31750,32400,31300,31350,713360
2013-03-18,31350,32550,31200,32450,438461
2013-03-19,32450,32450,31300,31500,762833
2013-03-20,31250,31700,31200,31200,192769
2013-03-21,31250,31500,30550,30950,274244
2013-03-22,30600,31150,30550,31100,259250
2013-03-25,31400,31700,30750,30750,220701
2013-03-26,30900,31500,30900,30900,377696
2013-03-27,31000,31450,30850,30950,374711
2013-03-28,31200,31250,30600,30750,249631
2013-03-29,31150,31650,30850,31400,344386
2013-04-01,31400,31450,30400,30400,273303
2013-04-02,30650,31650,30500,31600,473744
2013-04-03,31700,31950,30500,30900,525014
2013-04-04,30950,31200,29900,30650,573441
2013-04-05,30000,30200,29600,29700,527679
2013-04-08,29900,29900,28850,29200,385474
2013-04-09,28800,29550,28800,29400,310914
2013-04-10,29100,29150,28400,28400,755836
2013-04-11,28800,29150,28450,28850,696340
2013-04-12,28800,29000,28500,28800,493810
2013-04-15,28650,29200,28600,29200,306473
2013-04-16,29300,29450,28500,29150,696999
2013-04-17,29450,30600,29400,30500,742597
2013-04-18,30650,31250,30450,30700,537859
2013-04-19,30900,31200,30200,30950,340102
2013-04-22,30800,31450,30700,30850,254283
2013-04-23,30800,31350,30700,31200,189590
2013-04-24,31500,31500,30250,30400,481411
2013-04-25,30600,31250,30550,31050,271523
2013-04-26,30800,31100,30800,30800,141349
2013-04-29,31000,31150,30750,31000,134253
2013-04-30,31200,31500,31050,31150,464012
2013-05-02,31000,31500,30400,30750,363534
2013-05-03,30500,30700,30000,30500,331114
2013-05-06,30600,31150,30350,30550,369688
2013-05-07,30850,31200,30700,31100,312839
2013-05-08,30900,31350,30900,31200,223477
2013-05-09,31350,32650,31250,32600,650791
2013-05-10,32700,33100,31550,31650,436246
2013-05-13,31600,32950,31100,32750,453875
2013-05-14,32950,33600,32650,32750,456239
2013-05-15,32750,32950,31350,31800,508252
2013-05-16,32000,33600,32000,33600,617865
2013-05-20,33850,34150,33500,33500,494835
2013-05-21,33900,33900,33200,33500,257436
2013-05-22,33500,33850,32600,32600,513988
2013-05-23,32800,33550,32700,33350,361418
2013-05-24,33700,33800,33050,33500,297793
2013-05-27,33700,33800,33100,33350,131132
2013-05-28,33700,35250,33350,35200,883570
2013-05-29,35600,36100,34750,34800,880674
2013-05-30,34800,37000,34800,34900,903899
2013-05-31,35800,35900,34750,34750,936793
2013-06-03,35250,35650,34250,34500,351838
2013-06-04,34950,34950,33350,33750,654197
2013-06-05,33800,34050,33150,34000,462116
2013-06-07,33450,34300,33200,33650,339129
2013-06-10,33900,34800,33750,34050,464314
2013-06-11,34300,34300,32750,33300,512744
2013-06-12,33300,34100,33150,33950,379684
2013-06-13,34150,34450,32900,32900,535724
2013-06-14,33250,33400,32800,33350,229040
2013-06-17,33100,33100,31500,32650,367744
2013-06-18,32900,32900,32000,32650,269713
2013-06-19,32200,32450,31800,32350,356491
2013-06-20,32350,32500,31200,31550,233287
2013-06-21,30200,31300,30200,31100,455847
2013-06-24,30800,31300,30000,30100,341111
2013-06-25,29650,30500,29650,29950,383355
2013-06-26,30150,30850,30050,30550,373923
2013-06-27,30950,31300,30550,31000,364302
2013-06-28,31000,32200,30950,31600,532071
2013-07-01,31000,31750,30800,31250,334066
2013-07-02,31200,31600,31150,31350,218739
2013-07-03,31150,31150,30100,30200,549261
2013-07-04,30300,31300,30300,31150,355286
2013-07-05,31200,31350,30650,30650,330352
2013-07-08,31050,31400,30800,31000,257821
2013-07-09,31000,31200,30400,30850,190988
2013-07-10,30800,31800,30650,31800,323035
2013-07-11,31500,32000,31400,31750,473667
2013-07-12,31900,31950,31550,31750,262173
2013-07-15,31600,31600,28700,29200,2755389
2013-07-16,29150,29300,28450,28550,1551385
2013-07-17,28900,29400,28550,29200,1100594
2013-07-18,29300,29500,28800,28900,699895
2013-07-19,28900,29200,28750,29100,497394
2013-07-22,29300,29400,28550,28550,616713
2013-07-23,28500,29000,28500,28750,627620
2013-07-24,28800,28950,28400,28400,777418
2013-07-25,28350,28750,28350,28550,334606
2013-07-26,28550,28750,28350,28750,568193
2013-07-29,28800,28800,28000,28200,771934
2013-07-30,28100,28450,28050,28350,410307
2013-07-31,28300,28800,28300,28600,600411
2013-08-01,28450,28600,27900,28450,512377
2013-08-02,28650,28700,28400,28550,421307
2013-08-05,28500,28550,28350,28400,185970
2013-08-06,28500,28600,28050,28100,282730
2013-08-07,28000,28350,27950,28100,253046
2013-08-08,28100,28500,27900,28150,308553
2013-08-09,28100,28700,28000,28300,383224
2013-08-12,28150,28600,28000,28150,355946
2013-08-13,28300,28500,27750,28250,497279
2013-08-14,28200,28200,27700,27700,428854
2013-08-16,27250,27800,27250,27550,317750
2013-08-19,27700,28000,27350,27950,317152
2013-08-20,27600,27950,27050,27150,461578
2013-08-21,27050,27200,26000,26200,600250
2013-08-22,25900,26450,25750,26100,459599
2013-08-23,25900,26500,25800,26450,460133
2013-08-26,26100,26900,26050,26900,246567
2013-08-27,26600,26900,26500,26550,241037
2013-08-28,26250,27050,26200,26650,794051
2013-08-29,27000,27200,26700,26950,426017
2013-08-30,26900,27750,26850,27700,512244
2013-09-02,27800,28350,27550,28100,419253
2013-09-03,28200,28350,28000,28100,312323
2013-09-04,28100,28200,27800,28050,294870
2013-09-05,28100,28400,27950,28000,368108
2013-09-06,27950,28300,27850,28200,285569
2013-09-09,28100,28350,27950,28300,277080
2013-09-10,28100,28600,28100,28550,369368
2013-09-11,28450,28700,28350,28700,305968
2013-09-12,28750,29450,28500,29250,664555
2013-09-13,29000,29400,28850,29000,253193
2013-09-16,29200,29200,28850,29100,192616
2013-09-17,29200,29400,29000,29400,318509
2013-09-23,29900,29950,28500,29100,561747
2013-09-24,28800,29100,28200,28350,594145
2013-09-25,28450,28600,28350,28600,392969
2013-09-26,28250,28950,28150,28650,367639
2013-09-27,29000,29000,28500,28500,384944
2013-09-30,28500,28700,28050,28500,352506
2013-10-01,28150,28450,28050,28150,340584
2013-10-02,28150,28350,28050,28100,311253
2013-10-04,27900,28650,27850,28350,407278
2013-10-07,28150,28600,27750,28000,392048
2013-10-08,28000,28200,27450,28200,508616
2013-10-10,28200,28350,27850,28000,561520
2013-10-11,28250,28700,28200,28650,562339
2013-10-14,28700,28850,28200,28200,269027
2013-10-15,28350,29350,28250,29300,763623
2013-10-16,29200,29400,28800,29200,513903
2013-10-17,29400,29500,29000,29500,371128
2013-10-18,29500,29900,29300,29550,314634
2013-10-21,29450,29900,29400,29750,350746
2013-10-22,29850,30000,29400,29850,420721
2013-10-23,29700,29950,29300,29950,472636
2013-10-24,30000,30150,29700,30100,329233
2013-10-25,30150,30200,29850,30200,216905
2013-10-28,30150,30300,29450,29700,233513
2013-10-29,29700,30000,29200,29800,300458
2013-10-30,29800,29850,29400,29550,250285
2013-10-31,29300,29750,29150,29150,283821
2013-11-01,29300,30400,29300,30350,851524
2013-11-04,30450,31000,30100,30800,751709
2013-11-05,31000,32500,30800,32500,1166273
2013-11-06,32150,32350,31550,32250,929070
2013-11-07,31800,32200,31800,32000,446860
2013-11-08,31800,32000,31050,31050,594222
2013-11-11,31600,32500,31600,32300,847933
2013-11-12,32300,32500,31450,32100,649710
2013-11-13,32100,32300,31600,32200,380608
2013-11-14,31950,32500,31950,32150,495697
2013-11-15,31550,32550,31550,32500,395938
2013-11-18,32500,32500,31650,31750,311025
2013-11-19,31700,33600,31650,32900,829259
2013-11-20,32900,33200,32200,32700,358686
2013-11-21,32700,32700,31800,32200,377730
2013-11-22,32450,32850,31600,32700,369618
2013-11-25,32950,32950,31700,31700,550390
2013-11-26,31800,32200,31250,32000,383960
2013-11-27,32000,32550,31750,32500,293183
2013-11-28,32600,32800,32450,32500,295805
2013-11-29,32400,33200,32250,33200,346856
2013-12-02,32850,33200,32700,33000,284350
2013-12-03,32900,33050,32100,32250,338935
2013-12-04,32150,32550,31750,31900,222103
2013-12-05,31900,32150,31250,31650,405615
2013-12-06,31650,31650,31250,31300,306262
2013-12-09,31900,32450,31650,32000,333845
2013-12-10,32500,32500,31450,31500,363927
2013-12-11,31250,31600,30650,31000,743041
2013-12-12,30900,31400,30600,30900,511505
2013-12-13,31050,31350,30650,31350,402978
2013-12-16,31050,31750,31000,31450,397673
2013-12-17,31350,32000,31300,31400,302876
2013-12-18,31800,31850,31300,31650,381057
2013-12-19,32000,32000,31300,31450,278616
2013-12-20,31050,31450,30800,31050,493025
2013-12-23,31150,31650,31050,31400,397741
2013-12-24,31150,31450,31150,31300,366534
2013-12-26,31600,31900,31250,31350,447827
2013-12-27,31000,31100,30550,30950,419943
2013-12-30,31000,31000,30500,30950,374906
2014-01-02,31000,31300,30700,30850,418935
2014-01-03,31000,31050,30300,30600,485950
2014-01-06,31200,33200,31200,33150,1267673
2014-01-07,33100,33150,32250,32350,628930
2014-01-08,32400,34250,32400,33450,930192
2014-01-09,33450,33450,32550,32700,628734
2014-01-10,32600,33450,32200,33200,378921
2014-01-13,33100,33950,32700,33050,350847
2014-01-14,32850,33150,32450,32550,238669
2014-01-15,32750,33100,32450,33000,190390
2014-01-16,33000,33650,32550,33400,301009
2014-01-17,33700,33900,33100,33600,303733
2014-01-20,33400,33750,32850,33750,215584
2014-01-21,33950,33950,33400,33700,266322
2014-01-22,33750,33950,33000,33200,285803
2014-01-23,33350,34000,32750,34000,422313
2014-01-24,33900,34300,33350,34300,365833
2014-01-27,34100,34300,33350,33600,373633
2014-01-28,33750,34700,33150,34350,379822
2014-01-29,34500,35000,33850,33850,419366
2014-02-03,33900,34500,33750,33750,412622
2014-02-04,33200,33650,32000,32350,619397
2014-02-05,32600,33350,32400,33000,608928
2014-02-06,32750,33550,32750,33500,283443
2014-02-07,33750,33850,33050,33450,331904
2014-02-10,33600,33600,32400,32500,590098
2014-02-11,32350,32750,32000,32450,339434
2014-02-12,32650,33250,32450,32900,398498
2014-02-13,32900,32900,32050,32350,280880
2014-02-14,32350,33200,32300,32800,411310
2014-02-17,32800,32950,31850,32500,663716
2014-02-18,32100,32300,31850,32000,285865
2014-02-19,31750,31800,30900,31400,558524
2014-02-20,31200,31600,31100,31550,248389
2014-02-21,31400,32250,31300,32250,406629
2014-02-24,32100,32100,31200,31250,288677
2014-02-25,31550,31850,31200,31600,399071
2014-02-26,31400,32000,31400,31900,419834
2014-02-27,31650,31850,31000,31350,436345
2014-02-28,31350,31900,31300,31900,652244
2014-03-03,31450,31750,30950,31100,438795
2014-03-04,31000,31250,30600,31050,417782
2014-03-05,31250,31300,30600,30700,378534
2014-03-06,30950,31650,30900,31350,736079
2014-03-07,31600,31700,30850,31100,460139
2014-03-10,31150,31150,30100,30250,673837
2014-03-11,30650,31950,30550,31950,797326
2014-03-12,31650,32150,31500,31750,479089
2014-03-13,31600,32150,31500,32150,482355
2014-03-14,32000,32050,31300,31300,334875
2014-03-17,31150,31250,30650,30900,287700
2014-03-18,31200,31800,30800,31150,319438
2014-03-19,31250,31450,30650,30850,315039
2014-03-20,30700,31000,30300,31000,331126
2014-03-21,31050,31100,30350,30450,430148
2014-03-24,30550,31000,30450,30900,308487
2014-03-25,31150,31150,30450,30950,294725
2014-03-26,30800,31500,30600,31200,280900
2014-03-27,31300,32000,30800,32000,366737
2014-03-28,31700,32150,31450,32000,423186
2014-03-31,31700,31800,30750,31000,420653
2014-04-01,30400,31100,30400,30850,425794
2014-04-02,30800,31150,30700,30700,331954
